#                                                                   --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name               accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------     -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
PF13649_seed         -          sp|A0A0H3PEK7|TLYA_CAMJJ -            1.4e-06   15.3   0.0   2.8e-06   14.3   0.0   1.6   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|A0A0N9HMN6|POMT3_SINHE -            1.9e-08   21.3   0.0   4.2e-08   20.1   0.0   1.6   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|A0R5M8|EGTD_MYCS2 -            6.8e-07   16.2   0.0   2.6e-06   14.4   0.0   2.0   2   1   1   3   3   3   1 -
PF13649_seed         -          sp|A2AUU0|METL8_MOUSE -            4.1e-13   36.2   0.1   1.1e-12   34.8   0.0   1.7   2   0   0   2   2   2   1 -
PF13649_seed         -          sp|A2RSY6|TRM1L_MOUSE -            3.4e-06   14.0   0.2   3.9e-05   10.6   0.1   2.9   2   1   1   3   3   3   1 -
PF13649_seed         -          sp|A3KPF2|ANM14_ARATH -            8.4e-12   32.0   0.0   7.2e-11   29.0   0.0   2.4   2   0   0   2   2   2   1 -
PF13649_seed         -          sp|A6NJ78|MET15_HUMAN -            4.1e-06   13.7   0.0   6.5e-05    9.9   0.0   2.6   3   0   0   3   3   3   1 -
PF13649_seed         -          sp|A8C927|NPMA_ECOLX -            1.9e-09   24.5   0.0   3.9e-09   23.4   0.0   1.6   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|A8MUP2|CSKMT_HUMAN -            9.8e-14   38.2   0.0   1.5e-13   37.6   0.0   1.3   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|B0EXJ8|HTOMT_CATRO -            1.4e-09   24.8   0.0   3.8e-09   23.5   0.0   1.7   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|B0ZB55|OMT1_HUMLU -              3e-08   20.6   0.0   7.5e-08   19.3   0.0   1.7   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|B3DLB3|ANM2_XENTR -              3e-13   36.6   0.0   5.2e-13   35.8   0.0   1.4   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|B3GSH5|ASMT_RAT   -            4.6e-12   32.8   0.0     1e-11   31.7   0.0   1.6   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|C8VQG9|LAEA_EMENI -            9.4e-11   28.6   0.0   3.2e-10   26.9   0.0   1.9   1   1   0   1   1   1   1 -
PF13649_seed         -          sp|D1FVF0|BSLS_BEABA -            1.3e-09   25.0   0.0   6.8e-09   22.7   0.0   2.3   2   0   0   2   2   2   1 -
PF13649_seed         -          sp|D3KU66|ASMT_MOUSE -            3.2e-12   33.3   0.0   2.9e-11   30.2   0.0   2.3   2   0   0   2   2   2   1 -
PF13649_seed         -          sp|D3YWP0|EFMT3_MOUSE -            6.6e-06   13.1   0.0   1.2e-05   12.3   0.0   1.5   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|D9IVE5|ANM2_XENLA -            3.6e-12   33.1   0.0   6.7e-12   32.3   0.0   1.5   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|F4JNX3|CMKMT_ARATH -            5.4e-10   26.2   0.0     1e-09   25.3   0.0   1.4   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|I3PLQ6|SOMT2_PAPSO -            7.3e-06   12.9   0.0   1.7e-05   11.8   0.0   1.7   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|J7I4B7|WBDD_ECOLX -            3.6e-16   46.0   1.6   7.9e-16   44.9   0.1   2.3   2   1   0   2   2   2   1 -
PF13649_seed         -          sp|O07431|CAMT_MYCTU -            5.4e-11   29.4   0.0     1e-10   28.5   0.0   1.6   1   0   0   1   1   1   1 -
PF13649_seed         -          sp|O13648|ANM3_SCHPO -            9.3e-17   47.9   0.1   3.8e-16   45.9   0.0   2.1   2   0   0   2   2   2   1 -
PF13649_seed         -          sp|O14744|ANM5_HUMAN -              1e-06   15.7   0.0   2.1e-06   14.7   0.0   1.5   1   0   0   1   1   1   1 -
